player_name,team,bio_stat,positions,traits,liga_25_stats,season_performance
Renato Sanches,Benfica,"176 cmHeight85Shirt27 yearsAug 18, 1997RightPreferred footPortugalCountry€6MMarket value",PositionPrimaryCentral MidfielderCM,Touches96%Shot attempts85%Goals84%Chances created79%Aerial duels won46%Defensive actions49%,0Goals0Assists0Started2Matches64Minutes played6.44Rating1Yellow cards0Red cards,
Diogo Calila,Santa Clara,"180 cmHeight2Shirt25 yearsOct 10, 1998RightPreferred footPortugalCountry€330KMarket value",PositionPrimaryRight MidfielderRM,,0Goals0Assists0Started4Matches64Minutes played6.15Rating0Yellow cards0Red cards,
Joao Costa,Santa Clara,"185 cmHeight17Shirt24 yearsMar 7, 2000RightPreferred footPortugalCountry",PositionPrimaryforward,,1Goals0Assists0Started3Matches25Minutes played6.15Rating0Yellow cards0Red cards,
Afonso Freitas,Nacional,"181 cmHeight25Shirt24 yearsApr 7, 2000LeftPreferred footPortugalCountry€1.1MMarket value",PositionPrimaryLeft MidfielderLM,Touches19%Shot attempts5%Goals0%Chances created72%Aerial duels won84%Defensive actions55%,0Goals0Assists0Started1Matches18Minutes played6.14Rating0Yellow cards0Red cards,
Raul Blanco,Casa Pia AC,"173 cmHeight10Shirt23 yearsJul 31, 2001SpainCountry",PositionPrimaryStrikerST,,0Goals0Assists1Started3Matches114Minutes played6.14Rating0Yellow cards0Red cards,Season performanceMinutes played: 114TotalPer 90ShootingRankGoals0Expected goals (xG)0.10Non-penalty xG0.10Shots2PassingAssists0Expected assists (xA)0.01Successful passes18Pass accuracy94.7%Accurate long balls5Long ball accuracy100.0%PossessionSuccessful dribbles1Dribble success50.0%Touches34Touches in opposition box1Dispossessed2DefendingTackles won2Tackles won %100.0%Duels won4Duels won %44.4%Aerial duels won1Aerial duels won %33.3%Interceptions1Blocked1Recoveries3DisciplineYellow cards0Red cards0
Matias Rocha,Arouca,"183 cmHeight4Shirt23 yearsFeb 13, 2001RightPreferred footUruguayCountry€450KMarket value",PositionPrimaryCenter-backCB,Touches83%Shot attempts38%Goals89%Chances created0%Aerial duels won32%Defensive actions16%,0Goals0Assists3Started3Matches261Minutes played6.46Rating1Yellow cards1Red cards,Season performanceMinutes played: 261TotalPer 90ShootingRankGoals0Expected goals (xG)0.09Non-penalty xG0.09Shots2PassingAssists0Expected assists (xA)0.02Successful passes216Pass accuracy92.7%Accurate long balls8Long ball accuracy57.1%PossessionTouches260Touches in opposition box3Dispossessed1DefendingTackles won3Tackles won %75.0%Duels won7Duels won %46.7%Aerial duels won3Aerial duels won %42.9%Fouls committed4Recoveries12DisciplineYellow cards0Red cards1
Francisco Pereira,Estoril U23,"185 cmHeight22 yearsFeb 6, 2002RightPreferred footPortugalCountry€220KMarket value",PositionPrimarymidfielder,,0Goals0Assists0Started1Matches12Minutes played6.12Rating0Yellow cards0Red cards,
Renato Pantalon,Rio Ave,"194 cmHeight42Shirt26 yearsOct 27, 1997RightPreferred footCroatiaCountry€480KMarket value",PositionPrimaryCenter-backCB,Touches37%Shot attempts12%Goals72%Chances created5%Aerial duels won14%Defensive actions60%,0Goals0Assists4Started4Matches360Minutes played6.54Rating0Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.02xG on target (xGOT)0.05Non-penalty xG0.02Shots1Shots on target1PassingAssists0Expected assists (xA)0.05Successful passes128Pass accuracy84.2%Accurate long balls10Long ball accuracy43.5%Chances created1PossessionTouches205Touches in opposition box3Dispossessed0Fouls won1DefendingTackles won3Tackles won %37.5%Duels won12Duels won %48.0%Aerial duels won3Aerial duels won %33.3%Interceptions7Fouls committed4Recoveries5Dribbled past2DisciplineYellow cards0Red cards0
Marcos Leonardo,Al Hilal,"176 cmHeight11Shirt21 yearsMay 2, 2003RightPreferred footBrazilCountry€25MMarket value",PositionPrimaryStrikerOthersRight WingerRWST,Touches8%Shot attempts83%Goals87%Chances created48%Aerial duels won31%Defensive actions16%,1Goals0Assists0Started3Matches79Minutes played6.30Rating0Yellow cards0Red cards,
Daniel Penha,Nacional,"170 cmHeight17Shirt25 yearsOct 17, 1998LeftPreferred footBrazilCountry€730KMarket value",PositionPrimaryRight MidfielderOthersStrikerRMST,Touches91%Shot attempts100%Goals98%Chances created85%Aerial duels won26%Defensive actions9%,1Goals0Assists1Started3Matches117Minutes played7.20Rating0Yellow cards0Red cards,Season performanceMinutes played: 117TotalPer 90ShootingRankGoals1Expected goals (xG)0.21xG on target (xGOT)0.44Non-penalty xG0.21Shots3Shots on target1PassingAssists0Expected assists (xA)0.01Successful passes23Pass accuracy65.7%Chances created1PossessionSuccessful dribbles3Dribble success75.0%Touches65Touches in opposition box3Dispossessed0Fouls won1DefendingTackles won2Tackles won %40.0%Duels won9Duels won %52.9%Aerial duels won1Aerial duels won %25.0%Interceptions1Blocked1Fouls committed1Recoveries5Possession won final 3rd1Dribbled past3DisciplineYellow cards0Red cards0
Isaac Aguiar,Nacional,"185 cmHeight23Shirt20 yearsMar 26, 2004BothPreferred footBrazilCountry€550KMarket value",PositionPrimaryforward,,1Goals0Assists0Started3Matches51Minutes played6.68Rating1Yellow cards0Red cards,
Wagner Pina,Estoril,"180 cmHeight20Shirt21 yearsNov 3, 2002RightPreferred footCape VerdeCountry€25KMarket value","PositionPrimaryRight MidfielderOthersRight-back, Right Wing-Back, Left MidfielderRBRWBRMLM",Touches47%Shot attempts26%Goals0%Chances created1%Aerial duels won65%Defensive actions88%,0Goals0Assists3Started4Matches227Minutes played6.26Rating1Yellow cards0Red cards,Season performanceMinutes played: 227TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.01Successful passes56Pass accuracy73.7%Accurate long balls2Long ball accuracy18.2%Successful crosses1Cross accuracy25.0%PossessionSuccessful dribbles1Dribble success25.0%Touches147Touches in opposition box2Dispossessed2Fouls won3DefendingTackles won3Tackles won %50.0%Duels won11Duels won %44.0%Aerial duels won1Aerial duels won %25.0%Interceptions4Fouls committed1Recoveries12Dribbled past5DisciplineYellow cards1Red cards0
Andre Franco,FC Porto,"177 cmHeight20Shirt26 yearsApr 12, 1998LeftPreferred footPortugalCountry€3.4MMarket value",PositionPrimaryRight MidfielderOthersCentral MidfielderRMCM,Touches70%Shot attempts68%Goals0%Chances created91%Aerial duels won12%Defensive actions34%,0Goals0Assists0Started2Matches24Minutes played6.10Rating1Yellow cards0Red cards,
Joao Graca,Rio Ave,"177 cmHeight21Shirt29 yearsJun 18, 1995RightPreferred footPortugalCountry€420KMarket value","PositionPrimaryCentral MidfielderOthersRight Winger, Left WingerCMRWLW",Touches58%Shot attempts5%Goals0%Chances created48%Aerial duels won72%Defensive actions80%,0Goals0Assists1Started3Matches133Minutes played6.09Rating0Yellow cards0Red cards,Season performanceMinutes played: 133TotalPer 90ShootingRankGoals0Expected goals (xG)0.07Non-penalty xG0.07Shots1PassingAssists0Expected assists (xA)0.02Successful passes29Pass accuracy76.3%Accurate long balls3Long ball accuracy75.0%PossessionTouches71Touches in opposition box2Dispossessed5Fouls won3DefendingTackles won2Tackles won %66.7%Duels won9Duels won %39.1%Aerial duels won3Aerial duels won %50.0%Fouls committed2Recoveries7Dribbled past3DisciplineYellow cards0Red cards0
Fabricio Garcia,Estoril,"172 cmHeight17Shirt23 yearsMay 4, 2001LeftPreferred footCape VerdeCountry€30KMarket value",PositionPrimaryRight WingerOthersLeft WingerRWLW,Touches20%Shot attempts34%Goals80%Chances created4%Aerial duels won0%Defensive actions78%,0Goals0Assists2Started4Matches193Minutes played6.15Rating0Yellow cards0Red cards,Season performanceMinutes played: 193TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.03Successful passes27Pass accuracy69.2%PossessionSuccessful dribbles2Dribble success50.0%Touches73Touches in opposition box5Dispossessed3Fouls won12DefendingTackles won1Tackles won %100.0%Duels won15Duels won %51.7%Fouls committed4Recoveries5Possession won final 3rd1Dribbled past2DisciplineYellow cards0Red cards0
Pedro Santos,Moreirense,"178 cmHeight21Shirt21 yearsFeb 10, 2003LeftPreferred footPortugalCountry€2MMarket value",PositionPrimaryStrikerST,,0Goals0Assists0Started3Matches70Minutes played6.09Rating1Yellow cards0Red cards,
Ricardo Batista,Casa Pia AC,"182 cmHeight33Shirt37 yearsNov 19, 1986LeftPreferred footAngolaCountry€95KMarket value",PositionPrimaryKeeperGK,Long ball accuracy41%Clean sheet70%High claim73%Sweeper51%Goals conceded33%Save percentage58%,0Clean sheets1Goals conceded0/1Saved penalties6.09Rating1Matches90Minutes played0Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves1Save percentage50.0%Goals conceded1Goals prevented-0.23Clean sheets0Penalties faced1Penalty goals conceded1Penalty saves0Error led to goal0Acted as sweeper2DistributionPass accuracy90.3%Accurate long balls1Long ball accuracy33.3%DisciplineYellow cards0Red cards0
Yair Mena,AVS Futebol SAD,"178 cmHeight16Shirt24 yearsJun 28, 2000RightPreferred footColombiaCountry€50KMarket value",PositionPrimaryRight WingerRW,,0Goals0Assists0Started4Matches29Minutes played6.09Rating2Yellow cards0Red cards,
Guilherme Liberato,Moreirense,"28Shirt23 yearsJun 16, 2001RightPreferred footBrazilCountry€30KMarket value",PositionPrimaryCentral MidfielderCM,,0Goals0Assists0Started3Matches26Minutes played6.08Rating0Yellow cards0Red cards,
Rodrigo Pinheiro,Famalicao,"181 cmHeight17Shirt22 yearsAug 28, 2002RightPreferred footPortugalCountry€1.5MMarket value",PositionPrimaryRight-backRB,,0Goals0Assists0Started3Matches38Minutes played6.04Rating0Yellow cards0Red cards,
Andre Lacximicant,Estoril,"190 cmHeight19Shirt23 yearsMay 19, 2001LeftPreferred footPortugalCountry€450KMarket value",PositionPrimaryStrikerST,,0Goals0Assists0Started2Matches33Minutes played6.08Rating1Yellow cards0Red cards,
Robert Bozenik,Boavista,"188 cmHeight9Shirt24 yearsNov 18, 1999RightPreferred footSlovakiaCountry€6MMarket value",PositionPrimaryStrikerST,Touches28%Shot attempts85%Goals16%Chances created2%Aerial duels won44%Defensive actions81%,0Goals0Assists4Started4Matches360Minutes played6.29Rating2Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)1.17xG on target (xGOT)0.91Non-penalty xG1.17Shots10Shots on target3PassingAssists0Expected assists (xA)0.08Successful passes45Pass accuracy72.6%Accurate long balls2Long ball accuracy66.7%PossessionSuccessful dribbles1Dribble success25.0%Touches133Touches in opposition box15Dispossessed4Fouls won10DefendingTackles won1Tackles won %100.0%Duels won18Duels won %39.1%Aerial duels won6Aerial duels won %35.3%Fouls committed10Recoveries9Possession won final 3rd4Dribbled past1DisciplineYellow cards2Red cards0
Jordi Mboula,Gil Vicente,"183 cmHeight77Shirt25 yearsMar 16, 1999RightPreferred footSpainCountry€1.2MMarket value",PositionPrimaryRight WingerRW,Touches19%Shot attempts39%Goals21%Chances created39%Aerial duels won84%Defensive actions63%,0Goals0Assists0Started2Matches63Minutes played6.12Rating1Yellow cards0Red cards,
Adriano,Santa Clara,"190 cmHeight6Shirt24 yearsNov 4, 1999RightPreferred footBrazilCountry€600KMarket value",PositionPrimaryCentral MidfielderCM,,0Goals1Assists3Started3Matches233Minutes played6.72Rating0Yellow cards1Red cards,Season performanceMinutes played: 233TotalPer 90ShootingRankGoals0Shots0PassingAssists1Expected assists (xA)0.37Successful passes84Pass accuracy83.2%Accurate long balls2Long ball accuracy28.6%Chances created3Successful crosses1Cross accuracy50.0%PossessionSuccessful dribbles1Dribble success25.0%Touches129Touches in opposition box2Dispossessed2Fouls won3DefendingTackles won3Tackles won %75.0%Duels won10Duels won %41.7%Aerial duels won2Aerial duels won %66.7%Interceptions1Fouls committed6Recoveries18Possession won final 3rd1Dribbled past2DisciplineYellow cards0Red cards1
Joao Mario,FC Porto,"176 cmHeight23Shirt24 yearsJan 3, 2000RightPreferred footPortugalCountry€17MMarket value",PositionPrimaryRight-backOthersLeft-backRBLB,Touches68%Shot attempts68%Goals72%Chances created77%Aerial duels won20%Defensive actions16%,0Goals0Assists0Started2Matches37Minutes played6.16Rating0Yellow cards0Red cards,
Filipe Soares,Farense,"177 cmHeight21Shirt25 yearsMay 20, 1999RightPreferred footPortugalCountry€1.5MMarket value",PositionPrimaryAttacking MidfielderAM,Touches81%Shot attempts30%Goals85%Chances created35%Aerial duels won0%Defensive actions44%,0Goals0Assists2Started4Matches142Minutes played6.06Rating0Yellow cards0Red cards,Season performanceMinutes played: 142TotalPer 90ShootingRankGoals0Expected goals (xG)0.07Non-penalty xG0.07Shots2PassingAssists0Expected assists (xA)0.03Successful passes34Pass accuracy81.0%Accurate long balls5Long ball accuracy71.4%Successful crosses1Cross accuracy100.0%PossessionTouches61Touches in opposition box3Dispossessed3Fouls won2DefendingTackles won1Tackles won %100.0%Duels won3Duels won %25.0%Interceptions2Blocked2Fouls committed1Recoveries10DisciplineYellow cards0Red cards0
Fabiano Silva,Moreirense,"175 cmHeight2Shirt24 yearsMar 14, 2000RightPreferred footBrazilCountry€3.4MMarket value",PositionPrimaryRight-backRB,Touches41%Shot attempts10%Goals53%Chances created29%Aerial duels won32%Defensive actions79%,0Goals0Assists3Started3Matches270Minutes played6.67Rating0Yellow cards0Red cards,Season performanceMinutes played: 270TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.22Successful passes73Pass accuracy75.3%Accurate long balls10Long ball accuracy50.0%Successful crosses1Cross accuracy25.0%PossessionSuccessful dribbles4Dribble success66.7%Touches167Touches in opposition box1Dispossessed4Fouls won1DefendingTackles won6Tackles won %85.7%Duels won12Duels won %38.7%Interceptions7Fouls committed8Recoveries12Dribbled past1DisciplineYellow cards0Red cards0
Eric Veiga,AVS Futebol SAD,"183 cmHeight27Shirt27 yearsFeb 18, 1997LeftPreferred footLuxembourgCountry",PositionPrimaryLeft-backLB,,0Goals0Assists2Started4Matches147Minutes played6.38Rating0Yellow cards0Red cards,Season performanceMinutes played: 147TotalPer 90ShootingRankGoals0Expected goals (xG)0.03xG on target (xGOT)0.08Non-penalty xG0.03Shots1Shots on target1PassingAssists0Expected assists (xA)0.05Successful passes13Pass accuracy59.1%Chances created1Successful crosses1Cross accuracy25.0%PossessionSuccessful dribbles1Dribble success100.0%Touches41Touches in opposition box3Dispossessed1Fouls won4DefendingDuels won5Duels won %45.5%Fouls committed3Recoveries4Possession won final 3rd1DisciplineYellow cards0Red cards0
André Sousa,Maribor,"181 cmHeight34 yearsJul 9, 1990LeftPreferred footPortugalCountry€700KMarket value",PositionPrimaryCentral MidfielderCM,,0Goals0Assists0Started2Matches41Minutes played6.04Rating0Yellow cards0Red cards,
Marco Moreno,Farense,"191 cmHeight3Shirt23 yearsFeb 20, 2001RightPreferred footSpainCountry€200KMarket value",PositionPrimaryCenter-backCB,,0Goals0Assists3Started3Matches268Minutes played6.03Rating1Yellow cards0Red cards,Season performanceMinutes played: 268TotalPer 90ShootingRankGoals0Expected goals (xG)0.06xG on target (xGOT)0.03Non-penalty xG0.06Shots2Shots on target1PassingAssists0Expected assists (xA)0.12Successful passes85Pass accuracy78.0%Accurate long balls11Long ball accuracy42.3%Chances created2PossessionTouches144Touches in opposition box8Dispossessed1DefendingTackles won2Tackles won %66.7%Duels won8Duels won %42.1%Aerial duels won5Aerial duels won %45.5%Interceptions3Fouls committed2Recoveries8Dribbled past2DisciplineYellow cards1Red cards0
Manu Silva,Vitoria de Guimaraes,"190 cmHeight6Shirt23 yearsJun 12, 2001RightPreferred footPortugalCountry€850KMarket value",PositionPrimaryCenter-backOthersCentral MidfielderCBCM,Touches27%Shot attempts94%Goals99%Chances created66%Aerial duels won73%Defensive actions58%,0Goals0Assists1Started4Matches139Minutes played6.12Rating0Yellow cards0Red cards,Season performanceMinutes played: 139TotalPer 90ShootingRankGoals0Expected goals (xG)0.04Non-penalty xG0.04Shots1PassingAssists0Expected assists (xA)0.02Successful passes53Pass accuracy79.1%Accurate long balls8Long ball accuracy53.3%PossessionTouches90Touches in opposition box2Dispossessed2Fouls won1DefendingTackles won1Tackles won %100.0%Duels won8Duels won %36.4%Aerial duels won6Aerial duels won %54.5%Interceptions1Blocked1Fouls committed6Recoveries4Dribbled past1DisciplineYellow cards0Red cards0
Max Svensson,Casa Pia AC,"9Shirt22 yearsNov 8, 2001SpainCountry€450KMarket value",PositionPrimaryforward,,0Goals0Assists0Started4Matches45Minutes played6.10Rating1Yellow cards0Red cards,
Ole Pohlmann,Rio Ave,"184 cmHeight80Shirt23 yearsApr 5, 2001RightPreferred footGermanyCountry€1.6MMarket value","PositionPrimaryCentral MidfielderOthersAttacking Midfielder, Left WingerCMAMLW",Touches8%Shot attempts97%Goals100%Chances created93%Aerial duels won14%Defensive actions1%,0Goals0Assists3Started4Matches263Minutes played6.12Rating0Yellow cards0Red cards,Season performanceMinutes played: 263TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.05Successful passes34Pass accuracy75.6%Accurate long balls1Long ball accuracy100.0%Chances created1Successful crosses1Cross accuracy12.5%PossessionSuccessful dribbles2Dribble success28.6%Touches97Touches in opposition box5Dispossessed8Fouls won2DefendingTackles won1Tackles won %14.3%Duels won11Duels won %36.7%Blocked1Fouls committed2Recoveries5Possession won final 3rd1Dribbled past2DisciplineYellow cards0Red cards0
